weight logl Teff logg R Av
0.000000000000000000e+00 -1.363934549798305705e+07 3.902528293093239231e-01 2.769835267258444755e-01 8.798548480413075357e-01 3.477776984970815111e-01
0.000000000000000000e+00 -1.355542613526882604e+07 4.794880247520648675e-01 2.063833917640189863e-01 9.278969874142959373e-01 7.287749152238908179e-01
0.000000000000000000e+00 -1.352246269555328600e+07 5.759922115224128669e-01 8.976412136100317962e-01 7.534673140017043025e-01 2.688026528841940266e-01
0.000000000000000000e+00 -1.336157047242151015e+07 5.104468502634205151e-01 3.926126960202757088e-01 7.164644041771806027e-01 1.470969717928256593e-01
0.000000000000000000e+00 -1.335569981744060107e+07 6.223392570831212112e-01 4.079918399686570663e-01 9.243124963355134893e-01 9.564659658754472993e-01
0.000000000000000000e+00 -1.331741961032495461e+07 9.845961652711691103e-01 1.974591060465864523e-01 6.652938313676008963e-01 7.999311940518246677e-01
0.000000000000000000e+00 -1.283626211991632357e+07 5.804928442260030019e-01 5.325756363756687373e-01 9.026148583903345068e-01 7.575672767642167571e-01
0.000000000000000000e+00 -1.270143235716396570e+07 9.740672696900980476e-01 5.966740342553564780e-01 6.854797242899663967e-01 8.457456529889635366e-01
0.000000000000000000e+00 -1.263802027572598681e+07 5.861206170191619602e-01 9.664969898971912388e-01 9.364731894922828648e-01 8.227840537355759487e-01
0.000000000000000000e+00 -1.262604759733595140e+07 6.610389108771270728e-01 7.026320699060106811e-02 6.969751009994155089e-01 5.061940214711494468e-01
